lambda, albedo, <cos>, # of angles
   0.55100   0.67312   0.53689   161
cos(theta),     S11,               S12,             S33,             S34
 0.3375  3.7748527218E-01 -6.7415420916E-02  2.5779044952E-01  1.1722528102E-01
 0.3500  3.8737907729E-01 -6.8162640973E-02  2.6857150786E-01  1.2035031005E-01
 0.3625  3.9771292646E-01 -6.8926246969E-02  2.7981922060E-01  1.2352540456E-01
 0.3750  4.0850976002E-01 -6.9706583164E-02  2.9155787873E-01  1.2674875533E-01
 0.3875  4.1979385519E-01 -7.0503891913E-02  3.0381313025E-01  1.3001827742E-01
 0.4000  4.3159090708E-01 -7.1318301323E-02  3.1661206016E-01  1.3333159091E-01
 0.4125  4.4392811495E-01 -7.2149811957E-02  3.2998327584E-01  1.3668600064E-01
 0.4250  4.5683427429E-01 -7.2998282524E-02  3.4395699815E-01  1.4007847493E-01
 0.4375  4.7033987523E-01 -7.3863414498E-02  3.5856515911E-01  1.4350562321E-01
 0.4500  4.8447720786E-01 -7.4744735598E-02  3.7384150654E-01  1.4696367245E-01
 0.4625  4.9928047527E-01 -7.5641582054E-02  3.8982171665E-01  1.5044844235E-01
 0.4750  5.1478591508E-01 -7.6553079589E-02  4.0654351544E-01  1.5395531914E-01
 0.4875  5.3103193035E-01 -7.7478123021E-02  4.2404680982E-01  1.5747922785E-01
 0.5000  5.4805923110E-01 -7.8415354419E-02  4.4237382993E-01  1.6101460297E-01
 0.5125  5.6591098760E-01 -7.9363139688E-02  4.6156928380E-01  1.6455535715E-01
 0.5250  5.8463299704E-01 -8.0319543486E-02  4.8168052630E-01  1.6809484780E-01
 0.5375  6.0427386521E-01 -8.1282302356E-02  5.0275774409E-01  1.7162584118E-01
 0.5500  6.2488520541E-01 -8.2248795902E-02  5.2485415925E-01  1.7514047360E-01
 0.5625  6.4652185705E-01 -8.3216015868E-02  5.4802625394E-01  1.7863020910E-01
 0.5750  6.6924212679E-01 -8.4180532895E-02  5.7233401986E-01  1.8208579292E-01
 0.5875  6.9310805590E-01 -8.5138460701E-02  5.9784123608E-01  1.8549719982E-01
 0.6000  7.1818571803E-01 -8.6085417385E-02  6.2461578013E-01  1.8885357600E-01
 0.6125  7.4454555254E-01 -8.7016483424E-02  6.5272997808E-01  1.9214317291E-01
 0.6250  7.7226273968E-01 -8.7926155857E-02  6.8226100016E-01  1.9535327096E-01
 0.6375  8.0141762509E-01 -8.8808297968E-02  7.1329131033E-01  1.9847009023E-01
 0.6500  8.3209620308E-01 -8.9656083557E-02  7.4590917953E-01  2.0147868468E-01
 0.6625  8.6439066980E-01 -9.0461934619E-02  7.8020927444E-01  2.0436281497E-01
 0.6750  8.9840006043E-01 -9.1217450839E-02  8.1629333621E-01  2.0710479394E-01
 0.6875  9.3423098739E-01 -9.1913328797E-02  8.5427096637E-01  2.0968529653E-01
 0.7000  9.7199850073E-01 -9.2539268076E-02  8.9426054094E-01  2.1208312400E-01
 0.7125  1.0118270968E+00 -9.3083860544E-02  9.3639027813E-01  2.1427490885E-01
 0.7250  1.0538519078E+00 -9.3534457846E-02  9.8079949029E-01  2.1623474311E-01
 0.7375  1.0982201114E+00 -9.3877010543E-02  1.0276400574E+00  2.1793370764E-01
 0.7500  1.1450926116E+00 -9.4095870187E-02  1.0770781671E+00  2.1933927355E-01
 0.7625  1.1946460518E+00 -9.4173542855E-02  1.1292963761E+00  2.2041453859E-01
 0.7750  1.2470752360E+00 -9.4090379029E-02  1.1844960585E+00  2.2111725103E-01
 0.7875  1.3025960569E+00 -9.3824179964E-02  1.2429003224E+00  2.2139855996E-01
 0.8000  1.3614490462E+00 -9.3349694555E-02  1.3047574904E+00  2.2120141422E-01
 0.8125  1.4239036988E+00 -9.2637972756E-02  1.3703452627E+00  2.2045851051E-01
 0.8250  1.4902637544E+00 -9.1655531330E-02  1.4399757039E+00  2.1908966421E-01
